"000:00:00.000","Info","2019-08-06 05:11:02","Service 'BLUGRE' : Execution start"
"000:00:00.000","Info","Subject Identification","a7373 a7102 a6943 a6873"
"000:00:00.000","Info","Apparatus","Zantiks Unit"
"000:00:00.000","Info","Unit ID","DDF484"
"001:00:30.749","","","","","","ZONE_COUNTERS",301,301,489,489,55,55,225,226
"001:00:30.750","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:00:30.750","","","","","","TOTAL_ARENA_DISTANCES",215430,304142,192510,214180
"001:03:02.378","","","","PROBE","PROBE1","VARIABLE","ARENA1_ZONE1_BLUCS","ARENA1_ZONE2_GRENON","ARENA2_ZONE1_BLUCS","ARENA2_ZONE2_GRENON","ARENA3_ZONE1_BLUCS","ARENA3_ZONE2_GRENON","ARENA4_ZONE1_BLUCS","ARENA4_ZONE2_GRENON"
"001:03:02.379","","","","","","ZONE_DISTANCES",159,1822,79,3576,176,4748,1643,3995
"001:03:02.380","","","","","","ZONE_TIMERS",2.245,57.812,0.734,59.323,1.116,58.941,17.740,42.317
"001:03:02.381","","","","","","ZONE_COUNTERS",2,3,1,1,1,1,6,6
"001:03:02.381","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:03:02.382","","","","","","TOTAL_ARENA_DISTANCES",1981,3655,4924,5638
"001:04:02.443","","","","PROBE","PROBE2","VARIABLE","ARENA1_ZONE1_GRENON","ARENA1_ZONE2_BLUCS","ARENA2_ZONE1_GRENON","ARENA2_ZONE2_BLUCS","ARENA3_ZONE1_GRENON","ARENA3_ZONE2_BLUCS","ARENA4_ZONE1_GRENON","ARENA4_ZONE2_BLUCS"
"001:04:02.444","","","","","","ZONE_DISTANCES",2299,2310,5695,1276,4808,311,3014,3448
"001:04:02.444","","","","","","ZONE_TIMERS",29.608,30.457,54.329,5.735,57.452,2.613,23.455,36.609
"001:04:02.445","","","","","","ZONE_COUNTERS",6,6,8,8,1,1,8,7
"001:04:02.445","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:04:02.446","","","","","","TOTAL_ARENA_DISTANCES",4609,6971,5119,6462
"001:05:02.495","","","","PROBE","PROBE3","VARIABLE","ARENA1_ZONE1_BLUCS","ARENA1_ZONE2_GRENON","ARENA2_ZONE1_BLUCS","ARENA2_ZONE2_GRENON","ARENA3_ZONE1_BLUCS","ARENA3_ZONE2_GRENON","ARENA4_ZONE1_BLUCS","ARENA4_ZONE2_GRENON"
"001:05:02.496","","","","","","ZONE_DISTANCES",826,3359,305,4728,358,6366,2295,4725
"001:05:02.497","","","","","","ZONE_TIMERS",6.512,53.539,3.311,56.741,2.135,57.916,18.717,41.334
"001:05:02.497","","","","","","ZONE_COUNTERS",6,6,1,1,1,1,7,7
"001:05:02.498","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:05:02.498","","","","","","TOTAL_ARENA_DISTANCES",4185,5034,6724,7020
"001:06:02.573","","","","PROBE","PROBE4","VARIABLE","ARENA1_ZONE1_GRENON","ARENA1_ZONE2_BLUCS","ARENA2_ZONE1_GRENON","ARENA2_ZONE2_BLUCS","ARENA3_ZONE1_GRENON","ARENA3_ZONE2_BLUCS","ARENA4_ZONE1_GRENON","ARENA4_ZONE2_BLUCS"
"001:06:02.573","","","","","","ZONE_DISTANCES",2396,3970,4806,608,6316,278,4475,3967
"001:06:02.574","","","","","","ZONE_TIMERS",22.010,38.067,57.803,2.273,58.158,1.918,27.618,32.458
"001:06:02.574","","","","","","ZONE_COUNTERS",7,7,3,3,2,2,10,11
"001:06:02.575","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:06:02.575","","","","","","TOTAL_ARENA_DISTANCES",6366,5414,6593,8442
"001:07:02.649","","","","PROBE","PROBE5","VARIABLE","ARENA1_ZONE1_BLUCS","ARENA1_ZONE2_GRENON","ARENA2_ZONE1_BLUCS","ARENA2_ZONE2_GRENON","ARENA3_ZONE1_BLUCS","ARENA3_ZONE2_GRENON","ARENA4_ZONE1_BLUCS","ARENA4_ZONE2_GRENON"
"001:07:02.649","","","","","","ZONE_DISTANCES",617,1276,554,4596,548,6241,3472,2760
"001:07:02.650","","","","","","ZONE_TIMERS",4.208,55.867,3.390,56.685,3.070,57.005,32.034,28.041
"001:07:02.650","","","","","","ZONE_COUNTERS",2,2,3,3,3,3,7,8
"001:07:02.651","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:07:02.651","","","","","","TOTAL_ARENA_DISTANCES",1892,5150,6789,6232
"001:07:02.747","","","","PROBE","TOTALPROBE","VARIABLE","ARENA1_ZONE1","ARENA1_ZONE2","ARENA2_ZONE1","ARENA2_ZONE2","ARENA3_ZONE1","ARENA3_ZONE2","ARENA4_ZONE1","ARENA4_ZONE2"
"001:07:02.747","","","","","","ZONE_DISTANCES",6297,12737,11439,14784,12206,17944,14899,18895
"001:07:02.748","","","","","","ZONE_TIMERS",64.584,235.744,119.570,180.759,121.933,178.395,119.566,180.762
"001:07:02.749","","","","","","ZONE_COUNTERS",21,22,14,14,6,6,36,37
"001:07:02.749","","","","","","","ARENA1","ARENA2","ARENA3","ARENA4"
"001:07:02.749","","","","","","TOTAL_ARENA_DISTANCES",19034,26223,30150,33793
"001:07:02.750","Info","2019-08-06 06:18:05","Service 'BLUGRE' : Execution end"
