001:05:03.301,,,,PROBE,PROBE3,VARIABLE,ARENA1_ZONE1_MAGCS,ARENA1_ZONE2_ORANON,ARENA2_ZONE1_MAGCS,ARENA2_ZONE2_ORANON,ARENA3_ZONE1_MAGCS,ARENA3_ZONE2_ORANON,ARENA4_ZONE1_MAGCS,ARENA4_ZONE2_ORANON
001:05:03.301,,,,,,ZONE_DISTANCES,1084,1519,0,6,7,0,19,0
001:05:03.302,,,,,,ZONE_TIMERS,55.684,4.377,0,60.061,60.061,0,60.061,0
001:05:03.302,,,,,,ZONE_COUNTERS,5,4,0,1,1,0,1,0
001:05:03.302,,,,,,,ARENA1,ARENA2,ARENA3,ARENA4,,,,
001:05:03.303,,,,,,TOTAL_ARENA_DISTANCES,2602,6,7,19,,,,
001:06:03.375,,,,PROBE,PROBE4,VARIABLE,ARENA1_ZONE1_ORANON,ARENA1_ZONE2_MAGCS,ARENA2_ZONE1_ORANON,ARENA2_ZONE2_MAGCS,ARENA3_ZONE1_ORANON,ARENA3_ZONE2_MAGCS,ARENA4_ZONE1_ORANON,ARENA4_ZONE2_MAGCS
001:06:03.375,,,,,,ZONE_DISTANCES,1842,1033,0,0,6,0,13,0
001:06:03.376,,,,,,ZONE_TIMERS,56.811,3.263,0,60.074,60.074,0,60.074,0
001:06:03.376,,,,,,ZONE_COUNTERS,5,4,0,1,1,0,1,0
001:06:03.377,,,,,,,ARENA1,ARENA2,ARENA3,ARENA4,,,,
001:06:03.377,,,,,,TOTAL_ARENA_DISTANCES,2875,0,6,13,,,,
001:07:03.452,,,,PROBE,PROBE5,VARIABLE,ARENA1_ZONE1_MAGCS,ARENA1_ZONE2_ORANON,ARENA2_ZONE1_MAGCS,ARENA2_ZONE2_ORANON,ARENA3_ZONE1_MAGCS,ARENA3_ZONE2_ORANON,ARENA4_ZONE1_MAGCS,ARENA4_ZONE2_ORANON
001:07:03.452,,,,,,ZONE_DISTANCES,1450,1126,0,6,7,0,6,0
001:07:03.453,,,,,,ZONE_TIMERS,56.787,3.289,0,60.076,60.076,0,60.076,0
001:07:03.453,,,,,,ZONE_COUNTERS,4,3,0,1,1,0,1,0
001:07:03.454,,,,,,,ARENA1,ARENA2,ARENA3,ARENA4,,,,
001:07:03.454,,,,,,TOTAL_ARENA_DISTANCES,2576,6,6,6,,,,
001:07:03.551,,,,PROBE,TOTALPROBE,VARIABLE,ARENA1_ZONE1,ARENA1_ZONE2,ARENA2_ZONE1,ARENA2_ZONE2,ARENA3_ZONE1,ARENA3_ZONE2,ARENA4_ZONE1,ARENA4_ZONE2
001:07:03.551,,,,,,ZONE_DISTANCES,4486,3678,228,599,50,0,71,0
001:07:03.552,,,,,,ZONE_TIMERS,289.625,10.93,0.642,299.913,300.555,0,300.555,0
001:07:03.552,,,,,,ZONE_COUNTERS,12,11,1,2,1,0,1,0
001:07:03.553,,,,,,,ARENA1,ARENA2,ARENA3,ARENA4,,,,
001:07:03.553,,,,,,TOTAL_ARENA_DISTANCES,8163,827,50,71,,,,
001:07:03.554,Info,24/6/19 3:15,Service 'MAGORA' : Execution end,,,,,,,,,,,
